claim_id,rating_group,accident_year,accident_date,report_date,true_ultimate,close_date,status
CLM-000704,A,2022,2022-01-24,2022-03-14,22455.2,2023-11-16,Closed
CLM-000705,A,2022,2022-01-28,2022-02-02,7852.63,2023-06-03,Closed
CLM-000706,A,2022,2022-10-08,2022-10-27,19215.32,2023-12-04,Closed
CLM-000707,A,2022,2022-09-20,2022-10-09,10841.69,2025-02-24,Closed
CLM-000708,A,2022,2022-05-18,2022-05-30,23182.78,2023-06-22,Closed
CLM-000709,A,2022,2022-08-16,2022-11-30,6324.18,2024-06-09,Closed
CLM-000710,A,2022,2022-05-19,2022-06-07,41720.54,2025-04-09,Closed
CLM-000711,A,2022,2022-04-12,2022-04-27,4553.84,2024-08-12,Closed
CLM-000712,A,2022,2022-06-07,2022-06-27,3667.36,2023-11-24,Closed
CLM-000713,A,2022,2022-04-24,2022-04-28,2605.91,2023-06-06,Closed
CLM-000714,A,2022,2022-10-25,2022-11-05,39860.85,2025-01-14,Closed
CLM-000715,A,2022,2022-05-31,2022-07-09,12441.8,2024-04-27,Closed
CLM-000716,A,2022,2022-04-28,2022-05-10,5116.62,2022-09-19,Closed
CLM-000717,A,2022,2022-07-15,2022-07-26,17321.58,2024-10-07,Closed
CLM-000718,A,2022,2022-10-04,2022-11-23,11241.06,,Open
CLM-000719,A,2022,2022-04-10,2022-05-31,30093.91,2024-07-04,Closed
CLM-000720,A,2022,2022-12-09,2023-01-06,2008.92,2024-10-22,Closed
CLM-000721,A,2022,2022-06-19,2022-07-03,5394.93,2025-01-16,Closed
CLM-000722,A,2022,2022-08-30,2022-09-15,4634.79,2023-08-14,Closed
CLM-000723,A,2022,2022-12-16,2022-12-27,1447.12,2024-08-28,Closed
CLM-000724,A,2022,2022-06-07,2022-06-16,14978.34,2024-02-18,Closed
CLM-000725,A,2022,2022-03-14,2022-03-23,5374.04,2024-08-13,Closed
CLM-000726,A,2022,2022-09-30,2022-10-12,11699.9,2024-01-27,Closed
CLM-000727,A,2022,2022-01-03,2022-01-12,40753.35,2023-04-26,Closed
CLM-000728,A,2022,2022-06-17,2022-06-23,5041.8,2023-06-20,Closed
CLM-000729,A,2022,2022-12-24,2023-01-16,4784.85,2025-09-12,Closed
CLM-000730,A,2022,2022-06-01,2022-06-24,7251.9,2023-09-18,Closed
CLM-000731,A,2022,2022-09-07,2022-11-11,14158.48,2023-07-21,Closed
CLM-000732,A,2022,2022-07-11,2022-07-23,4277.35,2024-07-03,Closed
CLM-000733,A,2022,2022-03-20,2022-04-13,4070.82,2023-11-14,Closed
CLM-000734,A,2022,2022-04-26,2022-05-20,14942.18,2023-07-12,Closed
CLM-000735,A,2022,2022-07-11,2022-07-27,8859.74,2024-06-23,Closed
CLM-000736,A,2022,2022-02-08,2022-03-13,1370.06,2023-11-04,Closed
CLM-000737,A,2022,2022-06-01,2022-07-05,2575.31,2024-02-26,Closed
CLM-000738,A,2022,2022-06-01,2022-06-26,21035.83,2022-10-29,Closed
CLM-000739,A,2022,2022-11-01,2022-11-17,9020.1,2024-01-16,Closed
CLM-000740,A,2022,2022-02-15,2022-03-02,3679.43,2023-03-04,Closed
CLM-000741,A,2022,2022-11-04,2022-11-11,5804.29,2024-02-21,Closed
CLM-000742,A,2022,2022-05-30,2022-06-10,6686.27,2022-09-15,Closed
CLM-000743,A,2022,2022-08-26,2022-09-07,11664.83,2025-04-09,Closed
CLM-000744,A,2022,2022-07-23,2022-08-01,2324.77,2024-01-23,Closed
CLM-000745,A,2022,2022-04-20,2022-05-17,3462.86,2025-05-07,Closed
CLM-000746,A,2022,2022-12-06,2023-01-21,8167.08,,Open
CLM-000747,A,2022,2022-03-23,2022-04-02,6128.56,2025-01-14,Closed
CLM-000748,A,2022,2022-01-14,2022-02-07,10281.54,2023-12-25,Closed
CLM-000749,A,2022,2022-10-01,2022-10-10,2567.15,2024-09-16,Closed
CLM-000750,A,2022,2022-08-15,2022-08-31,8714.15,2024-06-10,Closed
CLM-000751,A,2022,2022-11-22,2022-12-04,15343.34,2023-11-10,Closed
CLM-000752,A,2022,2022-06-17,2022-07-17,9629.63,2024-08-04,Closed
CLM-000753,A,2022,2022-01-07,2022-01-19,7367.03,2024-04-03,Closed
CLM-000754,A,2022,2022-01-08,2022-02-17,6147.24,2024-05-27,Closed
CLM-000755,A,2022,2022-06-08,2022-06-24,3479.17,2023-05-27,Closed
CLM-000756,A,2022,2022-04-02,2022-04-14,6261.38,2023-08-09,Closed
CLM-000757,A,2022,2022-12-03,2022-12-11,17464.71,2024-05-28,Closed
CLM-000758,A,2022,2022-02-13,2022-03-08,6038.62,2025-02-06,Closed
CLM-000759,A,2022,2022-11-18,2022-12-25,3334.97,2023-04-20,Closed
CLM-000760,A,2022,2022-03-21,2022-04-14,4529.87,2023-02-18,Closed
CLM-000761,A,2022,2022-02-13,2022-05-19,7725.84,2025-03-10,Closed
CLM-000762,A,2022,2022-04-11,2022-06-04,4963.69,2025-11-06,Closed
CLM-000763,A,2022,2022-02-22,2022-03-10,9618.4,2023-06-08,Closed
CLM-000764,A,2022,2022-05-27,2022-06-12,9900.59,2023-01-06,Closed
CLM-000765,A,2022,2022-05-01,2022-05-28,13126.37,2023-07-09,Closed
CLM-000766,A,2022,2022-07-13,2022-07-24,19814.12,2024-10-10,Closed
CLM-000767,A,2022,2022-07-16,2022-08-30,14252.71,2024-03-18,Closed
CLM-000768,A,2022,2022-01-01,2022-01-26,3222.76,2023-03-18,Closed
CLM-000769,A,2022,2022-02-15,2022-03-10,10674.39,2023-07-28,Closed
CLM-000770,A,2022,2022-03-01,2022-04-02,6243.21,2023-07-01,Closed
CLM-000771,A,2022,2022-03-13,2022-05-18,4675.47,2024-09-22,Closed
CLM-000772,A,2022,2022-02-04,2022-02-26,2753.94,2023-04-30,Closed
CLM-000773,A,2022,2022-04-25,2022-05-13,4709.75,2023-06-30,Closed
CLM-000774,A,2022,2022-07-20,2022-09-15,4592.17,2023-11-01,Closed
CLM-000775,A,2022,2022-04-23,2022-06-01,3944.61,2022-11-30,Closed
CLM-000776,A,2022,2022-05-01,2022-05-16,5189.38,2023-12-28,Closed
CLM-000777,A,2022,2022-06-21,2022-07-11,16405.12,2024-12-24,Closed
CLM-000778,A,2022,2022-07-20,2022-08-11,7716.25,2023-12-06,Closed
CLM-000779,A,2022,2022-05-01,2022-05-26,44426.57,2024-04-13,Closed
CLM-000780,A,2022,2022-03-22,2022-03-29,7547.36,2024-10-05,Closed
CLM-000781,A,2022,2022-05-30,2022-06-05,5293.23,2024-01-10,Closed
CLM-000782,A,2022,2022-01-09,2022-01-19,6639.54,2022-11-27,Closed
CLM-000783,A,2022,2022-06-29,2022-07-09,8064.16,,Open
CLM-000784,A,2022,2022-12-10,2022-12-22,9254.65,2024-06-09,Closed
CLM-000785,A,2022,2022-05-26,2022-06-26,32769.65,2023-01-19,Closed
CLM-000786,A,2022,2022-02-09,2022-02-26,3451.22,,Open
CLM-000787,A,2022,2022-09-16,2022-10-08,12827.14,2024-04-22,Closed
CLM-000788,A,2022,2022-02-16,2022-02-24,7767.01,2024-09-30,Closed
CLM-000789,A,2022,2022-03-12,2022-03-26,1973.24,,Open
CLM-000790,A,2022,2022-02-23,2022-03-25,11983.27,2025-03-27,Closed
CLM-000791,A,2022,2022-11-19,2022-12-19,17571.55,2024-01-31,Closed
CLM-000792,A,2022,2022-12-25,2023-01-06,3419.85,2025-09-01,Closed
CLM-000793,A,2022,2022-07-27,2022-08-18,6573.05,2024-04-06,Closed
CLM-000794,A,2022,2022-08-14,2022-11-15,1752.18,2024-09-01,Closed
CLM-000795,A,2022,2022-08-24,2022-09-12,2509.87,2023-03-03,Closed
CLM-000796,A,2022,2022-08-11,2022-08-23,14837.13,2023-11-05,Closed
CLM-000797,A,2022,2022-07-18,2022-08-04,4620.9,2023-10-04,Closed
CLM-000798,A,2022,2022-12-27,2023-01-17,2817.29,2025-06-24,Closed
CLM-000799,A,2022,2022-09-25,2022-10-12,7897.99,2023-05-23,Closed
CLM-000800,A,2022,2022-02-02,2022-02-21,4425.83,2025-03-13,Closed
CLM-000801,A,2022,2022-05-24,2022-05-31,4605.25,2023-11-26,Closed
CLM-000802,A,2022,2022-12-22,2023-01-01,11697.15,2025-03-18,Closed
CLM-000803,A,2022,2022-05-28,2022-06-15,2704.73,2023-09-11,Closed
CLM-000804,A,2022,2022-03-16,2022-04-02,3295.24,2023-10-21,Closed
CLM-000805,A,2022,2022-11-13,2022-11-26,7452.46,2023-12-31,Closed
CLM-000806,A,2022,2022-08-16,2022-09-02,13965.27,2024-01-17,Closed
CLM-000807,A,2022,2022-07-25,2022-08-14,17815.3,2024-05-21,Closed
CLM-000808,A,2022,2022-06-03,2022-07-10,16985.07,,Open
CLM-000809,A,2022,2022-02-15,2022-03-05,13624.91,2025-08-16,Closed
CLM-000810,A,2022,2022-05-21,2022-06-16,3617.75,2023-01-18,Closed
CLM-000811,A,2022,2022-06-09,2022-06-22,27019.18,2024-12-06,Closed
CLM-000812,A,2022,2022-12-06,2023-01-04,2763.62,2023-12-23,Closed
CLM-000813,A,2022,2022-04-23,2022-05-19,18414.83,2023-08-14,Closed
CLM-000814,A,2022,2022-02-24,2022-04-01,3991.57,2023-01-11,Closed
CLM-000815,A,2022,2022-06-06,2022-07-08,31206.22,2023-05-04,Closed
CLM-000816,A,2022,2022-12-30,2023-01-29,10436.83,2025-02-14,Closed
CLM-000817,A,2022,2022-06-26,2022-07-14,3026.01,2025-06-19,Closed
CLM-000818,A,2022,2022-05-19,2022-06-11,4426.42,,Open
CLM-000819,A,2022,2022-09-01,2022-10-13,48122.65,2023-08-03,Closed
CLM-000820,A,2022,2022-08-25,2022-09-06,14889.97,2024-07-03,Closed
CLM-000821,A,2022,2022-04-20,2022-05-02,6267.57,2022-10-12,Closed
CLM-000822,A,2022,2022-12-20,2023-01-11,6850.07,2023-07-31,Closed
CLM-000823,A,2022,2022-08-05,2022-08-31,11869.85,2023-07-05,Closed
CLM-000824,A,2022,2022-01-22,2022-02-02,7325.64,2024-02-06,Closed
CLM-000825,A,2022,2022-05-29,2022-06-16,2443.67,,Open
CLM-000826,A,2022,2022-12-03,2022-12-21,3538.29,,Open
CLM-000827,A,2022,2022-05-24,2022-05-28,7932.49,2022-12-23,Closed
CLM-000828,A,2022,2022-07-27,2022-08-13,16879.81,2023-09-29,Closed
CLM-000829,A,2022,2022-08-12,2022-08-29,22979.76,2023-12-11,Closed
CLM-000830,A,2022,2022-09-15,2022-10-02,12065.06,,Open
CLM-000831,A,2022,2022-11-15,2023-01-07,8257.76,2024-01-24,Closed
CLM-000832,A,2022,2022-02-24,2022-03-04,11782.95,2023-11-30,Closed
CLM-000833,A,2022,2022-07-08,2022-07-19,3960.13,2024-08-12,Closed
CLM-000834,A,2022,2022-07-14,2022-07-17,5881.6,2023-09-01,Closed
CLM-000835,A,2022,2022-02-25,2022-03-11,3508.02,2024-02-18,Closed
CLM-000836,A,2022,2022-09-03,2022-09-18,2529.4,2024-08-07,Closed
CLM-000837,A,2022,2022-02-13,2022-02-26,8557.3,2024-01-05,Closed
CLM-000838,A,2022,2022-06-16,2022-07-29,7635.1,2023-08-26,Closed
CLM-000839,A,2022,2022-05-01,2022-06-06,11240.72,2024-07-21,Closed
CLM-000840,A,2022,2022-02-26,2022-03-19,10079.64,2023-02-03,Closed
CLM-000841,A,2022,2022-10-28,2022-11-12,7978.6,2025-03-30,Closed
CLM-000842,A,2022,2022-03-31,2022-05-11,10161.53,2023-07-08,Closed
CLM-000843,A,2022,2022-04-04,2022-04-23,6404.38,2023-09-07,Closed
CLM-000844,A,2022,2022-11-08,2022-11-19,9096.6,2024-02-18,Closed
CLM-000845,A,2022,2022-11-17,2022-11-23,3783.04,2023-09-18,Closed
CLM-000846,A,2022,2022-01-13,2022-01-27,8798.98,2022-08-19,Closed
CLM-000847,A,2022,2022-04-12,2022-05-15,11075.4,2024-04-10,Closed
CLM-000848,A,2022,2022-09-16,2022-12-23,3951.2,2025-09-01,Closed
CLM-000849,A,2022,2022-10-12,2022-11-01,6888.03,2023-02-04,Closed
CLM-000850,A,2022,2022-12-31,2023-01-11,4093.96,2024-05-07,Closed
CLM-000851,A,2022,2022-07-22,2022-07-30,4411.89,,Open
CLM-000852,A,2022,2022-01-03,2022-02-01,2782.51,2023-10-21,Closed
CLM-000853,A,2022,2022-11-15,2022-11-20,17546.55,2025-03-16,Closed
CLM-000854,A,2022,2022-02-28,2022-03-29,15040.29,2023-08-05,Closed
CLM-000855,A,2022,2022-02-14,2022-03-21,10012.48,2023-04-05,Closed
CLM-000856,A,2022,2022-09-04,2022-10-01,30234.91,2024-07-30,Closed
CLM-000857,A,2022,2022-08-09,2022-08-26,5720.68,2025-05-31,Closed
CLM-000858,A,2022,2022-01-22,2022-02-20,68385.23,,Open
CLM-000859,A,2022,2022-03-03,2022-03-25,5554.45,2023-05-06,Closed
CLM-000860,A,2022,2022-08-04,2022-08-15,8056.1,2023-06-29,Closed
CLM-000861,A,2022,2022-04-04,2022-06-16,4871.79,2023-06-24,Closed
CLM-000862,A,2022,2022-09-07,2022-09-22,8816.75,2024-07-19,Closed
CLM-000863,A,2022,2022-05-31,2022-07-04,12597.71,2023-11-01,Closed
CLM-000864,A,2022,2022-08-03,2022-08-06,6062.44,2024-04-12,Closed
CLM-000865,A,2022,2022-06-23,2022-08-10,26008.58,2024-06-29,Closed
CLM-000866,A,2022,2022-05-14,2022-07-08,7957.15,2024-10-16,Closed
CLM-000867,A,2022,2022-05-05,2022-05-25,8151.55,2023-12-15,Closed
CLM-000868,A,2022,2022-09-12,2022-10-11,3286.03,2024-10-05,Closed
CLM-000869,A,2022,2022-07-07,2022-08-05,9135.97,2023-08-23,Closed
CLM-000870,A,2022,2022-08-05,2022-08-17,5969.25,2025-01-21,Closed
CLM-000871,A,2022,2022-07-30,2022-08-28,4142.69,2022-12-29,Closed
CLM-000872,A,2022,2022-03-17,2022-03-28,3639.18,2024-04-30,Closed
CLM-000873,A,2022,2022-11-30,2022-12-13,51824.23,2023-07-04,Closed
CLM-000874,A,2022,2022-07-25,2022-09-07,5402.76,2023-12-16,Closed
CLM-000875,A,2022,2022-09-20,2022-10-29,2154.54,2024-08-16,Closed
CLM-000876,A,2022,2022-11-18,2022-11-30,3865.29,2025-06-12,Closed
CLM-000877,A,2022,2022-12-04,2022-12-15,6360.7,2025-12-24,Closed
CLM-000878,A,2022,2022-09-01,2022-09-13,10083.95,2023-04-26,Closed
CLM-000879,A,2022,2022-10-15,2022-11-17,10147.29,2025-02-15,Closed
CLM-000880,A,2022,2022-06-22,2022-07-01,11145.55,2024-04-09,Closed
CLM-000881,A,2022,2022-09-27,2022-10-22,4027.47,2024-05-20,Closed
CLM-000882,A,2022,2022-04-28,2022-05-31,8602.85,2024-12-24,Closed
CLM-000883,A,2022,2022-09-17,2022-10-05,3370.47,2023-12-17,Closed
CLM-000884,A,2022,2022-02-01,2022-03-13,4106.47,2023-11-01,Closed
CLM-000885,A,2022,2022-11-30,2022-12-16,3264.05,2025-02-25,Closed
CLM-000886,A,2022,2022-03-31,2022-04-17,2649.76,2023-12-02,Closed
CLM-000887,A,2022,2022-08-28,2022-09-07,15023.2,2024-06-11,Closed
CLM-000888,A,2022,2022-01-05,2022-02-14,11249.03,2024-04-14,Closed
CLM-000889,A,2022,2022-02-26,2022-03-09,14043.54,2024-06-13,Closed
CLM-000890,A,2022,2022-12-27,2023-01-21,6821.92,2025-03-17,Closed
CLM-000891,A,2022,2022-11-01,2022-11-20,12039.79,2025-03-16,Closed
CLM-000892,A,2022,2022-03-23,2022-04-01,1704.34,2023-04-07,Closed
CLM-000893,A,2022,2022-02-17,2022-03-02,12867.13,2023-04-24,Closed
CLM-000894,A,2022,2022-10-25,2022-12-16,7585.9,2024-03-11,Closed
CLM-000895,A,2022,2022-12-28,2023-01-20,10728.54,2024-04-27,Closed
CLM-000896,A,2022,2022-03-03,2022-03-12,8869.18,2023-08-18,Closed
CLM-000897,A,2022,2022-08-31,2022-09-24,3094.28,2024-09-01,Closed
CLM-000898,A,2022,2022-04-14,2022-05-02,2087.47,2024-03-16,Closed
CLM-000899,A,2022,2022-09-29,2023-05-11,3824.32,2024-06-14,Closed
CLM-000900,A,2022,2022-06-02,2022-06-26,10226.71,2023-03-09,Closed
CLM-000901,A,2022,2022-02-15,2022-03-02,11261.85,2024-03-14,Closed
CLM-000902,A,2022,2022-04-29,2022-06-22,2307.5,2022-12-27,Closed
CLM-000903,A,2022,2022-07-16,2022-07-21,3108.5,2023-11-03,Closed
CLM-000904,A,2022,2022-10-19,2022-11-09,3791.52,2024-10-04,Closed
CLM-000905,A,2022,2022-01-08,2022-03-29,5026.06,2022-12-15,Closed
CLM-000906,A,2022,2022-12-16,2023-01-03,2318.0,2024-07-31,Closed
CLM-000907,A,2022,2022-08-26,2022-08-31,2213.3,2023-10-02,Closed
CLM-000908,A,2022,2022-11-16,2022-12-01,3514.22,2024-12-31,Closed
CLM-000909,A,2022,2022-12-06,2023-01-30,7073.1,2023-11-14,Closed
CLM-000910,A,2022,2022-02-26,2022-03-24,2665.72,2023-08-05,Closed
CLM-000911,A,2022,2022-02-04,2022-02-15,6053.63,2025-07-03,Closed
CLM-000912,A,2022,2022-10-11,2022-10-23,14957.89,2023-06-15,Closed
CLM-000913,A,2022,2022-03-10,2022-03-23,2428.15,2023-11-18,Closed
CLM-000914,A,2022,2022-02-24,2022-03-21,5645.39,2023-09-13,Closed
CLM-000915,A,2022,2022-06-21,2022-08-11,14573.52,2025-09-18,Closed
CLM-000916,A,2022,2022-11-30,2023-01-10,4795.5,2023-09-03,Closed
CLM-000917,A,2022,2022-10-18,2022-11-14,4254.49,2024-11-07,Closed
CLM-000918,A,2022,2022-07-09,2022-07-16,16217.22,2023-02-05,Closed
CLM-000919,A,2022,2022-03-13,2022-03-20,5227.85,2024-02-21,Closed
CLM-000920,A,2022,2022-05-03,2022-06-01,15496.7,2024-03-28,Closed
CLM-000921,A,2022,2022-09-09,2022-09-16,9209.93,2025-06-19,Closed
CLM-000922,A,2022,2022-02-27,2022-03-16,5082.35,2024-11-25,Closed
CLM-000923,A,2022,2022-07-11,2022-08-04,9576.9,2023-09-10,Closed
CLM-000924,A,2022,2022-01-05,2022-01-14,8471.39,2023-06-22,Closed
CLM-000925,A,2022,2022-04-29,2022-05-08,14530.1,2024-12-24,Closed
CLM-000926,A,2022,2022-04-01,2022-04-19,4338.3,2023-03-28,Closed
CLM-000927,A,2022,2022-09-06,2022-10-04,6831.88,2023-05-13,Closed
CLM-000928,A,2022,2022-11-30,2023-01-11,6312.14,2024-07-17,Closed
CLM-000929,A,2022,2022-02-23,2022-03-25,11384.46,2025-05-13,Closed
CLM-000930,A,2022,2022-10-19,2022-11-09,3004.73,2024-01-03,Closed
CLM-000931,A,2022,2022-08-28,2022-09-08,14486.45,2023-11-14,Closed
CLM-000932,A,2022,2022-12-20,2022-12-29,9478.84,2024-06-07,Closed
CLM-000933,A,2022,2022-11-29,2022-12-12,2399.98,2024-07-28,Closed
CLM-000934,A,2022,2022-02-06,2022-03-04,16786.2,2023-05-19,Closed
CLM-000935,A,2022,2022-09-29,2022-10-24,36993.06,2023-08-15,Closed
CLM-000936,A,2022,2022-08-05,2022-08-09,14318.46,2023-10-20,Closed
CLM-000937,A,2022,2022-02-11,2022-02-22,19866.47,2024-06-18,Closed
CLM-000938,A,2022,2022-04-04,2022-05-20,7068.29,2024-03-01,Closed
CLM-000939,A,2022,2022-12-05,2022-12-26,1840.51,2025-10-09,Closed
CLM-000940,A,2022,2022-07-18,2022-07-25,1599.0,2024-02-04,Closed
CLM-000941,A,2023,2023-02-16,2023-03-06,9554.41,2025-05-07,Closed
CLM-000942,A,2023,2023-08-13,2023-08-27,10415.07,2024-12-07,Closed
CLM-000943,A,2023,2023-10-13,2023-11-04,5987.23,2025-04-30,Closed
CLM-000944,A,2023,2023-02-17,2023-05-04,2884.05,2024-12-19,Closed
CLM-000945,A,2023,2023-01-15,2023-01-30,7477.55,2025-01-25,Closed
CLM-000946,A,2023,2023-11-24,2023-12-18,2259.86,2024-11-04,Closed
CLM-000947,A,2023,2023-12-07,2024-02-25,3164.98,2025-03-12,Closed
CLM-000948,A,2023,2023-02-27,2023-03-12,3916.33,2023-07-27,Closed
CLM-000949,A,2023,2023-11-26,2024-02-05,14336.33,,Open
CLM-000950,A,2023,2023-11-29,2023-12-19,5280.86,2025-09-28,Closed
CLM-000951,A,2023,2023-12-31,2024-03-09,4945.21,2024-12-25,Closed
CLM-000952,A,2023,2023-03-20,2023-04-22,31470.65,,Open
CLM-000953,A,2023,2023-07-31,2023-08-24,9160.44,2025-08-15,Closed
CLM-000954,A,2023,2023-12-29,2024-01-17,9065.9,2025-04-11,Closed
CLM-000955,A,2023,2023-11-26,2023-12-08,5252.1,2024-08-22,Closed
CLM-000956,A,2023,2023-08-09,2023-08-30,4410.68,2024-12-12,Closed
CLM-000957,A,2023,2023-03-13,2023-04-19,1295.97,2025-04-22,Closed
CLM-000958,A,2023,2023-01-31,2023-02-19,14725.77,2024-03-28,Closed
CLM-000959,A,2023,2023-04-05,2023-04-21,9862.34,2025-05-09,Closed
CLM-000960,A,2023,2023-01-24,2023-02-09,6082.36,2023-12-29,Closed
CLM-000961,A,2023,2023-03-13,2023-04-22,6282.06,2024-07-26,Closed
CLM-000962,A,2023,2023-01-28,2023-03-16,12310.29,2024-03-22,Closed
CLM-000963,A,2023,2023-10-06,2023-10-18,2108.22,2025-06-15,Closed
CLM-000964,A,2023,2023-08-04,2023-08-16,4432.79,2025-09-30,Closed
CLM-000965,A,2023,2023-07-09,2023-08-04,2909.94,2025-07-11,Closed
CLM-000966,A,2023,2023-10-23,2023-12-20,27329.14,2025-01-30,Closed
CLM-000967,A,2023,2023-05-30,2023-07-13,13706.88,2024-05-12,Closed
CLM-000968,A,2023,2023-05-28,2023-06-05,1279.82,2024-03-23,Closed
CLM-000969,A,2023,2023-03-17,2023-04-02,2175.77,2025-04-27,Closed
CLM-000970,A,2023,2023-06-12,2023-06-22,6305.72,2025-10-06,Closed
CLM-000971,A,2023,2023-03-05,2023-03-21,4852.48,,Open
CLM-000972,A,2023,2023-08-04,2023-10-04,2517.48,2025-11-16,Closed
CLM-000973,A,2023,2023-12-31,2024-01-07,31230.85,2025-12-03,Closed
CLM-000974,A,2023,2023-07-14,2023-07-20,8883.03,2025-03-05,Closed
CLM-000975,A,2023,2023-04-20,2023-05-01,10065.77,2025-06-16,Closed
CLM-000976,A,2023,2023-09-09,2023-10-03,4097.42,2025-02-19,Closed
CLM-000977,A,2023,2023-10-27,2023-11-26,12179.47,2025-04-30,Closed
CLM-000978,A,2023,2023-06-22,2023-07-19,5208.86,2024-12-14,Closed
CLM-000979,A,2023,2023-04-02,2023-05-17,5613.35,,Open
CLM-000980,A,2023,2023-09-18,2023-09-23,11179.05,,Open
CLM-000981,A,2023,2023-03-10,2023-04-24,1990.97,,Open
CLM-000982,A,2023,2023-12-31,2024-01-16,23892.26,2025-03-05,Closed
CLM-000983,A,2023,2023-04-27,2023-05-30,8035.67,2024-09-27,Closed
CLM-000984,A,2023,2023-05-08,2023-05-15,18729.17,2025-06-16,Closed
CLM-000985,A,2023,2023-09-23,2023-10-13,3049.66,2025-08-19,Closed
CLM-000986,A,2023,2023-01-05,2023-01-28,3429.13,2024-08-09,Closed
CLM-000987,A,2023,2023-03-16,2023-04-29,2853.13,2024-09-13,Closed
CLM-000988,A,2023,2023-02-15,2023-02-21,8467.19,2024-10-05,Closed
CLM-000989,A,2023,2023-05-23,2023-06-12,7346.51,2025-12-29,Closed
CLM-000990,A,2023,2023-07-22,2023-07-31,4882.58,2024-05-04,Closed
CLM-000991,A,2023,2023-03-07,2023-04-04,3197.23,2024-04-27,Closed
CLM-000992,A,2023,2023-05-06,2023-06-09,2632.07,,Open
CLM-000993,A,2023,2023-10-09,2023-11-27,6726.5,2025-06-13,Closed
CLM-000994,A,2023,2023-12-10,2023-12-23,4878.17,2025-01-11,Closed
CLM-000995,A,2023,2023-01-06,2023-02-13,4117.69,2023-09-30,Closed
CLM-000996,A,2023,2023-08-18,2023-10-08,22990.66,2025-07-11,Closed
CLM-000997,A,2023,2023-01-10,2023-01-16,6553.42,,Open
CLM-000998,A,2023,2023-07-09,2023-08-08,20551.66,,Open
CLM-000999,A,2023,2023-11-18,2023-12-27,4630.42,2025-04-03,Closed
CLM-001000,A,2023,2023-10-19,2023-11-04,8431.26,2024-07-02,Closed
CLM-001001,A,2023,2023-03-26,2023-04-03,6690.37,2024-12-07,Closed
CLM-001002,A,2023,2023-04-05,2023-05-13,1888.46,2024-12-19,Closed
CLM-001003,A,2023,2023-10-13,2023-10-21,20980.99,2025-11-19,Closed
CLM-001004,A,2023,2023-10-27,2023-11-13,6292.1,2025-06-19,Closed
CLM-001005,A,2023,2023-04-13,2023-05-02,12408.1,2024-12-02,Closed
CLM-001006,A,2023,2023-01-02,2023-02-04,3912.32,,Open
CLM-001007,A,2023,2023-06-12,2023-06-24,6149.83,2025-11-16,Closed
CLM-001008,A,2023,2023-08-15,2023-08-27,3581.15,2024-09-18,Closed
CLM-001009,A,2023,2023-06-11,2023-07-02,18091.85,2024-09-21,Closed
CLM-001010,A,2023,2023-12-08,2024-01-17,8875.3,2025-02-04,Closed
CLM-001011,A,2023,2023-10-24,2024-01-31,9263.98,2025-03-08,Closed
CLM-001012,A,2023,2023-10-15,2023-10-21,19877.3,2024-12-05,Closed
CLM-001013,A,2023,2023-01-08,2023-02-01,17015.14,2023-09-20,Closed
CLM-001014,A,2023,2023-11-08,2023-11-17,12590.29,2025-09-01,Closed
CLM-001015,A,2023,2023-10-03,2023-11-12,2335.62,,Open
CLM-001016,A,2023,2023-05-25,2023-06-04,4085.87,2025-03-30,Closed
CLM-001017,A,2023,2023-08-04,2023-08-16,3222.41,2024-10-25,Closed
CLM-001018,A,2023,2023-10-28,2023-11-10,12228.91,2024-11-07,Closed
CLM-001019,A,2023,2023-11-27,2023-12-15,7963.35,2024-04-23,Closed
CLM-001020,A,2023,2023-07-21,2023-08-15,2392.46,2024-02-02,Closed
CLM-001021,A,2023,2023-01-16,2023-02-13,6037.65,2025-03-10,Closed
CLM-001022,A,2023,2023-08-14,2023-09-02,2208.96,,Open
CLM-001023,A,2023,2023-09-06,2023-09-13,6702.33,2025-08-06,Closed
CLM-001024,A,2023,2023-01-22,2023-02-24,1950.93,2024-07-27,Closed
CLM-001025,A,2023,2023-10-26,2023-11-14,10493.38,,Open
CLM-001026,A,2023,2023-03-15,2023-04-29,9342.15,2024-11-24,Closed
CLM-001027,A,2023,2023-11-22,2023-12-04,30357.68,2025-03-11,Closed
CLM-001028,A,2023,2023-07-21,2023-07-27,13416.67,2025-03-30,Closed
CLM-001029,A,2023,2023-04-28,2023-05-17,5041.18,2024-08-22,Closed
CLM-001030,A,2023,2023-01-22,2023-03-12,13112.17,,Open
CLM-001031,A,2023,2023-01-07,2023-01-29,2379.31,2025-05-30,Closed
CLM-001032,A,2023,2023-09-28,2023-10-15,3326.86,2025-08-23,Closed
CLM-001033,A,2023,2023-05-18,2023-05-28,9025.13,,Open
CLM-001034,A,2023,2023-11-03,2024-01-10,1324.39,2025-07-10,Closed
CLM-001035,A,2023,2023-03-26,2023-04-04,6785.42,2025-08-05,Closed
CLM-001036,A,2023,2023-12-02,2023-12-14,3182.02,2025-03-31,Closed
CLM-001037,A,2023,2023-12-10,2024-01-08,7549.15,2025-01-03,Closed
CLM-001038,A,2023,2023-02-07,2023-02-12,3044.22,2025-03-20,Closed
CLM-001039,A,2023,2023-08-25,2023-10-12,9681.23,,Open
CLM-001040,A,2023,2023-12-09,2024-01-08,7087.18,2025-03-02,Closed
