transaction_id,claim_id,transaction_date,transaction_type,amount
TX-0006790,CLM-000981,2024-06-08,CaseReserveEstimate,814.45
TX-0006791,CLM-000981,2026-02-18,Payment,659.9
TX-0006792,CLM-000981,2026-02-18,CaseReserveEstimate,0.0
TX-0006793,CLM-000982,2024-06-29,Payment,9650.81
TX-0006794,CLM-000982,2024-06-29,CaseReserveEstimate,14472.77
TX-0006795,CLM-000982,2024-07-04,Payment,350.55
TX-0006796,CLM-000982,2024-07-04,CaseReserveEstimate,11736.46
TX-0006797,CLM-000982,2024-09-22,Payment,5205.61
TX-0006798,CLM-000982,2024-09-22,CaseReserveEstimate,7002.8
TX-0006799,CLM-000982,2024-12-02,Payment,4118.47
TX-0006800,CLM-000982,2024-12-02,CaseReserveEstimate,3039.06
TX-0006801,CLM-000982,2025-03-05,Payment,4566.82
TX-0006802,CLM-000982,2025-03-05,CaseReserveEstimate,0.0
TX-0006803,CLM-000983,2023-08-07,Payment,1006.65
TX-0006804,CLM-000983,2023-08-07,CaseReserveEstimate,6943.7
TX-0006805,CLM-000983,2024-01-22,Payment,3316.98
TX-0006806,CLM-000983,2024-01-22,CaseReserveEstimate,3197.7
TX-0006807,CLM-000983,2024-07-17,Payment,2859.87
TX-0006808,CLM-000983,2024-07-17,CaseReserveEstimate,881.13
TX-0006809,CLM-000983,2024-09-27,Payment,852.17
TX-0006810,CLM-000983,2024-09-27,CaseReserveEstimate,0.0
TX-0006811,CLM-000984,2024-01-20,Payment,8572.44
TX-0006812,CLM-000984,2024-01-20,CaseReserveEstimate,10573.2
TX-0006813,CLM-000984,2024-10-03,Payment,6901.2
TX-0006814,CLM-000984,2024-10-03,CaseReserveEstimate,3098.41
TX-0006815,CLM-000984,2024-11-04,Payment,566.3
TX-0006816,CLM-000984,2024-11-04,CaseReserveEstimate,2703.62
TX-0006817,CLM-000984,2025-03-11,Payment,1774.5
TX-0006818,CLM-000984,2025-03-11,CaseReserveEstimate,1028.07
TX-0006819,CLM-000984,2025-06-16,Payment,914.73
TX-0006820,CLM-000984,2025-06-16,CaseReserveEstimate,0.0
TX-0006821,CLM-000985,2025-01-24,Payment,2501.17
TX-0006822,CLM-000985,2025-01-24,CaseReserveEstimate,565.86
TX-0006823,CLM-000985,2025-08-19,Payment,548.49
TX-0006824,CLM-000985,2025-08-19,CaseReserveEstimate,0.0
TX-0006825,CLM-000986,2023-03-13,Payment,217.58
TX-0006826,CLM-000986,2023-03-13,CaseReserveEstimate,3061.54
TX-0006827,CLM-000986,2023-04-18,Payment,255.79
TX-0006828,CLM-000986,2023-04-18,CaseReserveEstimate,2471.35
TX-0006829,CLM-000986,2024-08-09,Payment,2955.76
TX-0006830,CLM-000986,2024-08-09,CaseReserveEstimate,0.0
TX-0006831,CLM-000987,2023-06-07,Payment,165.44
TX-0006832,CLM-000987,2023-06-07,CaseReserveEstimate,2664.6
TX-0006833,CLM-000987,2023-09-27,Payment,748.52
TX-0006834,CLM-000987,2023-09-27,CaseReserveEstimate,1626.56
TX-0006835,CLM-000987,2024-09-13,Payment,1939.17
TX-0006836,CLM-000987,2024-09-13,CaseReserveEstimate,0.0
TX-0006837,CLM-000988,2023-09-03,Payment,3289.12
TX-0006838,CLM-000988,2023-09-03,CaseReserveEstimate,5387.27
TX-0006839,CLM-000988,2023-11-21,Payment,1403.57
TX-0006840,CLM-000988,2023-11-21,CaseReserveEstimate,5345.2
TX-0006841,CLM-000988,2024-05-21,Payment,2529.64
TX-0006842,CLM-000988,2024-05-21,CaseReserveEstimate,1425.57
TX-0006843,CLM-000988,2024-10-05,Payment,1244.86
TX-0006844,CLM-000988,2024-10-05,CaseReserveEstimate,0.0
TX-0006845,CLM-000989,2023-08-03,Payment,490.58
TX-0006846,CLM-000989,2023-08-03,CaseReserveEstimate,5360.77
TX-0006847,CLM-000989,2025-12-29,Payment,6855.93
TX-0006848,CLM-000989,2025-12-29,CaseReserveEstimate,0.0
TX-0006849,CLM-000990,2024-03-04,Payment,3794.98
TX-0006850,CLM-000990,2024-03-04,CaseReserveEstimate,1089.04
TX-0006851,CLM-000990,2024-05-04,Payment,1087.6
TX-0006852,CLM-000990,2024-05-04,CaseReserveEstimate,0.0
TX-0006853,CLM-000991,2023-08-13,Payment,1035.75
TX-0006854,CLM-000991,2023-08-13,CaseReserveEstimate,3180.35
TX-0006855,CLM-000991,2023-09-11,Payment,276.75
TX-0006856,CLM-000991,2023-09-11,CaseReserveEstimate,1641.35
TX-0006857,CLM-000991,2023-10-27,Payment,431.24
TX-0006858,CLM-000991,2023-10-27,CaseReserveEstimate,972.64
TX-0006859,CLM-000991,2024-03-04,Payment,1077.26
TX-0006860,CLM-000991,2024-03-04,CaseReserveEstimate,331.22
TX-0006861,CLM-000991,2024-04-27,Payment,376.23
TX-0006862,CLM-000991,2024-04-27,CaseReserveEstimate,0.0
TX-0006863,CLM-000992,2023-07-04,Payment,66.16
TX-0006864,CLM-000992,2023-07-04,CaseReserveEstimate,2507.58
TX-0006865,CLM-000992,2024-03-25,Payment,1246.69
TX-0006866,CLM-000992,2024-03-25,CaseReserveEstimate,1244.45
TX-0006867,CLM-000992,2024-04-01,Payment,28.26
TX-0006868,CLM-000992,2024-04-01,CaseReserveEstimate,1497.73
TX-0006869,CLM-000992,2026-02-19,Payment,1290.96
TX-0006870,CLM-000992,2026-02-19,CaseReserveEstimate,0.0
TX-0006871,CLM-000993,2024-05-28,Payment,2512.35
TX-0006872,CLM-000993,2024-05-28,CaseReserveEstimate,5071.84
TX-0006873,CLM-000993,2024-10-23,Payment,2062.58
TX-0006874,CLM-000993,2024-10-23,CaseReserveEstimate,2496.05
TX-0006875,CLM-000993,2025-06-13,Payment,2151.57
TX-0006876,CLM-000993,2025-06-13,CaseReserveEstimate,0.0
TX-0006877,CLM-000994,2024-03-21,Payment,990.15
TX-0006878,CLM-000994,2024-03-21,CaseReserveEstimate,3721.91
TX-0006879,CLM-000994,2025-01-11,Payment,3888.02
TX-0006880,CLM-000994,2025-01-11,CaseReserveEstimate,0.0
TX-0006881,CLM-000995,2023-07-10,Payment,2495.52
TX-0006882,CLM-000995,2023-07-10,CaseReserveEstimate,1721.94
TX-0006883,CLM-000995,2023-09-17,Payment,1376.25
TX-0006884,CLM-000995,2023-09-17,CaseReserveEstimate,164.34
TX-0006885,CLM-000995,2023-09-30,Payment,245.92
TX-0006886,CLM-000995,2023-09-30,CaseReserveEstimate,0.0
TX-0006887,CLM-000996,2023-12-05,Payment,1974.89
TX-0006888,CLM-000996,2023-12-05,CaseReserveEstimate,21853.91
TX-0006889,CLM-000996,2024-01-13,Payment,1783.84
TX-0006890,CLM-000996,2024-01-13,CaseReserveEstimate,20449.86
TX-0006891,CLM-000996,2024-03-01,Payment,2388.75
TX-0006892,CLM-000996,2024-03-01,CaseReserveEstimate,17294.19
TX-0006893,CLM-000996,2024-07-07,Payment,6119.64
TX-0006894,CLM-000996,2024-07-07,CaseReserveEstimate,6947.71
TX-0006895,CLM-000996,2025-07-11,Payment,10723.54
TX-0006896,CLM-000996,2025-07-11,CaseReserveEstimate,0.0
TX-0006897,CLM-000997,2023-02-26,Payment,306.15
TX-0006898,CLM-000997,2023-02-26,CaseReserveEstimate,7969.12
TX-0006899,CLM-000997,2023-03-31,Payment,361.85
TX-0006900,CLM-000997,2023-03-31,CaseReserveEstimate,7239.35
TX-0006901,CLM-000997,2023-05-16,Payment,540.88
TX-0006902,CLM-000997,2023-05-16,CaseReserveEstimate,5616.09
TX-0006903,CLM-000997,2024-03-29,Payment,3338.43
TX-0006904,CLM-000997,2024-03-29,CaseReserveEstimate,2951.68
TX-0006905,CLM-000997,2026-03-01,Payment,2006.11
TX-0006906,CLM-000997,2026-03-01,CaseReserveEstimate,0.0
TX-0006907,CLM-000998,2024-03-05,Payment,7011.68
TX-0006908,CLM-000998,2024-03-05,CaseReserveEstimate,12298.44
TX-0006909,CLM-000998,2024-10-27,Payment,6982.23
TX-0006910,CLM-000998,2024-10-27,CaseReserveEstimate,4531.07
TX-0006911,CLM-000998,2025-09-28,Payment,4578.65
TX-0006912,CLM-000998,2025-09-28,CaseReserveEstimate,0.0
TX-0006913,CLM-000998,2027-01-21,Payment,1979.1
TX-0006914,CLM-000998,2027-01-21,CaseReserveEstimate,0.0
TX-0006915,CLM-000999,2024-07-17,Payment,2184.77
TX-0006916,CLM-000999,2024-07-17,CaseReserveEstimate,3320.55
TX-0006917,CLM-000999,2024-08-06,Payment,228.52
TX-0006918,CLM-000999,2024-08-06,CaseReserveEstimate,1843.96
TX-0006919,CLM-000999,2024-08-14,Payment,95.99
TX-0006920,CLM-000999,2024-08-14,CaseReserveEstimate,1883.96
TX-0006921,CLM-000999,2025-04-03,Payment,2121.14
TX-0006922,CLM-000999,2025-04-03,CaseReserveEstimate,0.0
TX-0006923,CLM-001000,2023-12-11,Payment,861.36
TX-0006924,CLM-001000,2023-12-11,CaseReserveEstimate,7544.55
TX-0006925,CLM-001000,2024-07-02,Payment,7569.9
TX-0006926,CLM-001000,2024-07-02,CaseReserveEstimate,0.0
TX-0006927,CLM-001001,2024-04-14,Payment,4864.67
TX-0006928,CLM-001001,2024-04-14,CaseReserveEstimate,1812.46
TX-0006929,CLM-001001,2024-08-08,Payment,1054.95
TX-0006930,CLM-001001,2024-08-08,CaseReserveEstimate,834.49
TX-0006931,CLM-001001,2024-12-07,Payment,770.75
TX-0006932,CLM-001001,2024-12-07,CaseReserveEstimate,0.0
TX-0006933,CLM-001002,2023-06-20,Payment,98.14
TX-0006934,CLM-001002,2023-06-20,CaseReserveEstimate,1645.76
TX-0006935,CLM-001002,2023-11-17,Payment,611.7
TX-0006936,CLM-001002,2023-11-17,CaseReserveEstimate,1324.25
TX-0006937,CLM-001002,2024-12-19,Payment,1178.62
TX-0006938,CLM-001002,2024-12-19,CaseReserveEstimate,0.0
TX-0006939,CLM-001003,2024-03-28,Payment,5868.12
TX-0006940,CLM-001003,2024-03-28,CaseReserveEstimate,18193.21
TX-0006941,CLM-001003,2024-04-01,Payment,140.52
TX-0006942,CLM-001003,2024-04-01,CaseReserveEstimate,13165.63
TX-0006943,CLM-001003,2024-05-11,Payment,1698.85
TX-0006944,CLM-001003,2024-05-11,CaseReserveEstimate,9264.61
TX-0006945,CLM-001003,2025-11-19,Payment,13273.5
TX-0006946,CLM-001003,2025-11-19,CaseReserveEstimate,0.0
TX-0006947,CLM-001004,2024-04-26,Payment,2044.92
TX-0006948,CLM-001004,2024-04-26,CaseReserveEstimate,6001.15
TX-0006949,CLM-001004,2024-12-11,Payment,2815.88
TX-0006950,CLM-001004,2024-12-11,CaseReserveEstimate,2149.31
TX-0006951,CLM-001004,2025-03-03,Payment,715.45
TX-0006952,CLM-001004,2025-03-03,CaseReserveEstimate,772.69
TX-0006953,CLM-001004,2025-06-19,Payment,715.85
TX-0006954,CLM-001004,2025-06-19,CaseReserveEstimate,0.0
TX-0006955,CLM-001005,2023-07-11,Payment,1412.99
TX-0006956,CLM-001005,2023-07-11,CaseReserveEstimate,13498.83
TX-0006957,CLM-001005,2023-08-13,Payment,888.38
TX-0006958,CLM-001005,2023-08-13,CaseReserveEstimate,10255.04
TX-0006959,CLM-001005,2024-12-02,Payment,10106.73
TX-0006960,CLM-001005,2024-12-02,CaseReserveEstimate,0.0
TX-0006961,CLM-001006,2023-04-12,Payment,347.77
TX-0006962,CLM-001006,2023-04-12,CaseReserveEstimate,3733.05
TX-0006963,CLM-001006,2023-06-28,Payment,545.42
TX-0006964,CLM-001006,2023-06-28,CaseReserveEstimate,3239.98
TX-0006965,CLM-001006,2024-08-17,Payment,2244.88
TX-0006966,CLM-001006,2024-08-17,CaseReserveEstimate,909.27
TX-0006967,CLM-001006,2026-10-27,Payment,774.25
TX-0006968,CLM-001006,2026-10-27,CaseReserveEstimate,0.0
TX-0006969,CLM-001007,2023-10-05,Payment,977.06
TX-0006970,CLM-001007,2023-10-05,CaseReserveEstimate,4431.37
TX-0006971,CLM-001007,2024-07-26,Payment,3151.03
TX-0006972,CLM-001007,2024-07-26,CaseReserveEstimate,1768.66
TX-0006973,CLM-001007,2025-11-16,Payment,2021.74
TX-0006974,CLM-001007,2025-11-16,CaseReserveEstimate,0.0
TX-0006975,CLM-001008,2023-12-16,Payment,947.8
TX-0006976,CLM-001008,2023-12-16,CaseReserveEstimate,2971.67
TX-0006977,CLM-001008,2024-08-06,Payment,2303.6
TX-0006978,CLM-001008,2024-08-06,CaseReserveEstimate,349.87
TX-0006979,CLM-001008,2024-09-18,Payment,329.75
TX-0006980,CLM-001008,2024-09-18,CaseReserveEstimate,0.0
TX-0006981,CLM-001009,2023-09-06,Payment,2252.63
TX-0006982,CLM-001009,2023-09-06,CaseReserveEstimate,13963.71
TX-0006983,CLM-001009,2024-09-21,Payment,15839.22
TX-0006984,CLM-001009,2024-09-21,CaseReserveEstimate,0.0
TX-0006985,CLM-001010,2024-11-10,Payment,7126.75
TX-0006986,CLM-001010,2024-11-10,CaseReserveEstimate,1506.74
TX-0006987,CLM-001010,2025-02-04,Payment,1748.55
TX-0006988,CLM-001010,2025-02-04,CaseReserveEstimate,0.0
TX-0006989,CLM-001011,2025-01-24,Payment,8456.5
TX-0006990,CLM-001011,2025-01-24,CaseReserveEstimate,724.17
TX-0006991,CLM-001011,2025-03-08,Payment,807.48
TX-0006992,CLM-001011,2025-03-08,CaseReserveEstimate,0.0
TX-0006993,CLM-001012,2024-02-25,Payment,5971.62
TX-0006994,CLM-001012,2024-02-25,CaseReserveEstimate,12900.05
TX-0006995,CLM-001012,2024-04-18,Payment,2985.36
TX-0006996,CLM-001012,2024-04-18,CaseReserveEstimate,9301.66
TX-0006997,CLM-001012,2024-12-05,Payment,10920.32
TX-0006998,CLM-001012,2024-12-05,CaseReserveEstimate,0.0
TX-0006999,CLM-001013,2023-09-07,Payment,15970.17
TX-0007000,CLM-001013,2023-09-07,CaseReserveEstimate,1328.04
TX-0007001,CLM-001013,2023-09-20,Payment,1044.97
TX-0007002,CLM-001013,2023-09-20,CaseReserveEstimate,0.0
TX-0007003,CLM-001014,2024-08-20,Payment,6747.67
TX-0007004,CLM-001014,2024-08-20,CaseReserveEstimate,5492.54
TX-0007005,CLM-001014,2024-09-27,Payment,873.8
TX-0007006,CLM-001014,2024-09-27,CaseReserveEstimate,5655.86
TX-0007007,CLM-001014,2025-05-20,Payment,3936.24
TX-0007008,CLM-001014,2025-05-20,CaseReserveEstimate,1126.76
TX-0007009,CLM-001014,2025-09-01,Payment,1032.58
TX-0007010,CLM-001014,2025-09-01,CaseReserveEstimate,0.0
TX-0007011,CLM-001015,2023-11-19,Payment,12.49
TX-0007012,CLM-001015,2023-11-19,CaseReserveEstimate,2283.19
TX-0007013,CLM-001015,2024-06-15,Payment,883.29
TX-0007014,CLM-001015,2024-06-15,CaseReserveEstimate,1388.06
TX-0007015,CLM-001015,2025-10-07,Payment,1308.79
TX-0007016,CLM-001015,2025-10-07,CaseReserveEstimate,115.97
TX-0007017,CLM-001015,2026-02-21,Payment,131.05
TX-0007018,CLM-001015,2026-02-21,CaseReserveEstimate,0.0
TX-0007019,CLM-001016,2023-07-27,Payment,308.49
TX-0007020,CLM-001016,2023-07-27,CaseReserveEstimate,3121.73
TX-0007021,CLM-001016,2023-08-24,Payment,220.62
TX-0007022,CLM-001016,2023-08-24,CaseReserveEstimate,3714.71
TX-0007023,CLM-001016,2023-11-25,Payment,798.16
TX-0007024,CLM-001016,2023-11-25,CaseReserveEstimate,1707.95
TX-0007025,CLM-001016,2023-12-07,Payment,103.08
TX-0007026,CLM-001016,2023-12-07,CaseReserveEstimate,2789.0
TX-0007027,CLM-001016,2025-03-30,Payment,2655.52
TX-0007028,CLM-001016,2025-03-30,CaseReserveEstimate,0.0
TX-0007029,CLM-001017,2024-02-14,Payment,1404.14
TX-0007030,CLM-001017,2024-02-14,CaseReserveEstimate,1526.4
TX-0007031,CLM-001017,2024-02-17,Payment,28.34
TX-0007032,CLM-001017,2024-02-17,CaseReserveEstimate,1974.3
TX-0007033,CLM-001017,2024-10-25,Payment,1789.93
TX-0007034,CLM-001017,2024-10-25,CaseReserveEstimate,0.0
TX-0007035,CLM-001018,2024-10-31,Payment,12030.96
TX-0007036,CLM-001018,2024-10-31,CaseReserveEstimate,197.75
TX-0007037,CLM-001018,2024-11-07,Payment,197.95
TX-0007038,CLM-001018,2024-11-07,CaseReserveEstimate,0.0
TX-0007039,CLM-001019,2024-03-16,Payment,5162.95
TX-0007040,CLM-001019,2024-03-16,CaseReserveEstimate,2585.23
TX-0007041,CLM-001019,2024-03-20,Payment,316.63
TX-0007042,CLM-001019,2024-03-20,CaseReserveEstimate,2023.23
TX-0007043,CLM-001019,2024-03-20,Payment,24.93
TX-0007044,CLM-001019,2024-03-20,CaseReserveEstimate,2894.82
TX-0007045,CLM-001019,2024-03-30,Payment,670.9
TX-0007046,CLM-001019,2024-03-30,CaseReserveEstimate,2344.22
TX-0007047,CLM-001019,2024-04-23,Payment,1787.94
TX-0007048,CLM-001019,2024-04-23,CaseReserveEstimate,0.0
TX-0007049,CLM-001020,2023-11-24,Payment,1273.44
TX-0007050,CLM-001020,2023-11-24,CaseReserveEstimate,1169.82
TX-0007051,CLM-001020,2024-02-02,Payment,1119.02
TX-0007052,CLM-001020,2024-02-02,CaseReserveEstimate,0.0
TX-0007053,CLM-001021,2023-03-02,Payment,95.28
TX-0007054,CLM-001021,2023-03-02,CaseReserveEstimate,7287.07
TX-0007055,CLM-001021,2023-07-08,Payment,1414.97
TX-0007056,CLM-001021,2023-07-08,CaseReserveEstimate,3869.3
TX-0007057,CLM-001021,2023-09-17,Payment,862.22
TX-0007058,CLM-001021,2023-09-17,CaseReserveEstimate,3560.5
TX-0007059,CLM-001021,2024-02-26,Payment,1679.09
TX-0007060,CLM-001021,2024-02-26,CaseReserveEstimate,1887.73
TX-0007061,CLM-001021,2025-03-10,Payment,1986.09
TX-0007062,CLM-001021,2025-03-10,CaseReserveEstimate,0.0
TX-0007063,CLM-001022,2023-10-02,Payment,68.58
TX-0007064,CLM-001022,2023-10-02,CaseReserveEstimate,2092.29
TX-0007065,CLM-001022,2023-10-31,Payment,96.6
TX-0007066,CLM-001022,2023-10-31,CaseReserveEstimate,2076.32
TX-0007067,CLM-001022,2024-01-14,Payment,299.54
TX-0007068,CLM-001022,2024-01-14,CaseReserveEstimate,1770.35
TX-0007069,CLM-001022,2025-03-28,Payment,1334.94
TX-0007070,CLM-001022,2025-03-28,CaseReserveEstimate,403.66
TX-0007071,CLM-001022,2027-02-07,Payment,409.3
TX-0007072,CLM-001022,2027-02-07,CaseReserveEstimate,0.0
TX-0007073,CLM-001023,2025-02-02,Payment,5731.49
TX-0007074,CLM-001023,2025-02-02,CaseReserveEstimate,865.95
TX-0007075,CLM-001023,2025-08-06,Payment,970.84
TX-0007076,CLM-001023,2025-08-06,CaseReserveEstimate,0.0
TX-0007077,CLM-001024,2023-08-17,Payment,720.77
TX-0007078,CLM-001024,2023-08-17,CaseReserveEstimate,1024.65
TX-0007079,CLM-001024,2023-09-06,Payment,92.6
TX-0007080,CLM-001024,2023-09-06,CaseReserveEstimate,1027.47
TX-0007081,CLM-001024,2023-11-24,Payment,348.44
TX-0007082,CLM-001024,2023-11-24,CaseReserveEstimate,873.21
TX-0007083,CLM-001024,2024-07-22,Payment,777.33
TX-0007084,CLM-001024,2024-07-22,CaseReserveEstimate,13.62
TX-0007085,CLM-001024,2024-07-27,Payment,11.79
TX-0007086,CLM-001024,2024-07-27,CaseReserveEstimate,0.0
TX-0007087,CLM-001025,2024-02-12,Payment,1454.04
TX-0007088,CLM-001025,2024-02-12,CaseReserveEstimate,11869.94
TX-0007089,CLM-001025,2024-05-02,Payment,1676.73
TX-0007090,CLM-001025,2024-05-02,CaseReserveEstimate,6469.1
TX-0007091,CLM-001025,2024-05-21,Payment,394.93
TX-0007092,CLM-001025,2024-05-21,CaseReserveEstimate,7318.27
TX-0007093,CLM-001025,2026-01-11,Payment,6967.68
TX-0007094,CLM-001025,2026-01-11,CaseReserveEstimate,0.0
TX-0007095,CLM-001026,2024-09-20,Payment,8724.97
TX-0007096,CLM-001026,2024-09-20,CaseReserveEstimate,864.15
TX-0007097,CLM-001026,2024-11-24,Payment,617.18
TX-0007098,CLM-001026,2024-11-24,CaseReserveEstimate,0.0
TX-0007099,CLM-001027,2024-04-02,Payment,7784.28
TX-0007100,CLM-001027,2024-04-02,CaseReserveEstimate,25517.52
TX-0007101,CLM-001027,2024-05-14,Payment,3339.11
TX-0007102,CLM-001027,2024-05-14,CaseReserveEstimate,17351.05
TX-0007103,CLM-001027,2024-09-07,Payment,8679.97
TX-0007104,CLM-001027,2024-09-07,CaseReserveEstimate,8781.33
TX-0007105,CLM-001027,2024-10-14,Payment,2486.74
TX-0007106,CLM-001027,2024-10-14,CaseReserveEstimate,8383.97
TX-0007107,CLM-001027,2025-03-11,Payment,8067.58
TX-0007108,CLM-001027,2025-03-11,CaseReserveEstimate,0.0
TX-0007109,CLM-001028,2023-10-14,Payment,1744.14
TX-0007110,CLM-001028,2023-10-14,CaseReserveEstimate,12759.79
TX-0007111,CLM-001028,2023-10-30,Payment,442.4
TX-0007112,CLM-001028,2023-10-30,CaseReserveEstimate,9719.05
TX-0007113,CLM-001028,2023-11-23,Payment,713.06
TX-0007114,CLM-001028,2023-11-23,CaseReserveEstimate,11301.56
TX-0007115,CLM-001028,2024-09-22,Payment,7785.24
TX-0007116,CLM-001028,2024-09-22,CaseReserveEstimate,3009.37
TX-0007117,CLM-001028,2025-03-30,Payment,2731.83
TX-0007118,CLM-001028,2025-03-30,CaseReserveEstimate,0.0
TX-0007119,CLM-001029,2024-05-20,Payment,4249.19
TX-0007120,CLM-001029,2024-05-20,CaseReserveEstimate,716.37
TX-0007121,CLM-001029,2024-05-29,Payment,80.32
TX-0007122,CLM-001029,2024-05-29,CaseReserveEstimate,595.76
TX-0007123,CLM-001029,2024-08-22,Payment,711.67
TX-0007124,CLM-001029,2024-08-22,CaseReserveEstimate,0.0
TX-0007125,CLM-001030,2023-05-30,Payment,1433.42
TX-0007126,CLM-001030,2023-05-30,CaseReserveEstimate,10532.96
TX-0007127,CLM-001030,2023-07-08,Payment,944.71
TX-0007128,CLM-001030,2023-07-08,CaseReserveEstimate,14242.56
TX-0007129,CLM-001030,2023-10-07,Payment,2223.1
TX-0007130,CLM-001030,2023-10-07,CaseReserveEstimate,6968.25
TX-0007131,CLM-001030,2024-01-24,Payment,2402.75
TX-0007132,CLM-001030,2024-01-24,CaseReserveEstimate,5335.74
TX-0007133,CLM-001030,2026-04-16,Payment,6108.19
TX-0007134,CLM-001030,2026-04-16,CaseReserveEstimate,0.0
TX-0007135,CLM-001031,2023-08-21,Payment,850.64
TX-0007136,CLM-001031,2023-08-21,CaseReserveEstimate,1087.06
TX-0007137,CLM-001031,2023-12-05,Payment,447.29
TX-0007138,CLM-001031,2023-12-05,CaseReserveEstimate,851.86
TX-0007139,CLM-001031,2023-12-21,Payment,61.42
TX-0007140,CLM-001031,2023-12-21,CaseReserveEstimate,998.25
TX-0007141,CLM-001031,2024-01-10,Payment,73.88
TX-0007142,CLM-001031,2024-01-10,CaseReserveEstimate,1562.6
TX-0007143,CLM-001031,2025-05-30,Payment,946.08
TX-0007144,CLM-001031,2025-05-30,CaseReserveEstimate,0.0
TX-0007145,CLM-001032,2024-01-18,Payment,517.62
TX-0007146,CLM-001032,2024-01-18,CaseReserveEstimate,2677.03
TX-0007147,CLM-001032,2024-10-12,Payment,1725.59
TX-0007148,CLM-001032,2024-10-12,CaseReserveEstimate,1011.93
TX-0007149,CLM-001032,2025-07-19,Payment,1008.12
TX-0007150,CLM-001032,2025-07-19,CaseReserveEstimate,66.01
TX-0007151,CLM-001032,2025-08-23,Payment,75.53
TX-0007152,CLM-001032,2025-08-23,CaseReserveEstimate,0.0
TX-0007153,CLM-001033,2024-01-03,Payment,3291.93
TX-0007154,CLM-001033,2024-01-03,CaseReserveEstimate,4918.21
TX-0007155,CLM-001033,2025-06-20,Payment,4913.46
TX-0007156,CLM-001033,2025-06-20,CaseReserveEstimate,977.54
TX-0007157,CLM-001033,2027-11-23,Payment,819.74
TX-0007158,CLM-001033,2027-11-23,CaseReserveEstimate,0.0
TX-0007159,CLM-001034,2024-03-12,Payment,132.96
TX-0007160,CLM-001034,2024-03-12,CaseReserveEstimate,1259.78
TX-0007161,CLM-001034,2024-07-30,Payment,425.89
TX-0007162,CLM-001034,2024-07-30,CaseReserveEstimate,749.51
TX-0007163,CLM-001034,2024-10-04,Payment,192.54
TX-0007164,CLM-001034,2024-10-04,CaseReserveEstimate,840.09
TX-0007165,CLM-001034,2025-07-10,Payment,573.0
TX-0007166,CLM-001034,2025-07-10,CaseReserveEstimate,0.0
TX-0007167,CLM-001035,2023-08-24,Payment,1603.54
TX-0007168,CLM-001035,2023-08-24,CaseReserveEstimate,4931.35
TX-0007169,CLM-001035,2025-08-05,Payment,5181.88
TX-0007170,CLM-001035,2025-08-05,CaseReserveEstimate,0.0
TX-0007171,CLM-001036,2024-04-24,Payment,898.66
TX-0007172,CLM-001036,2024-04-24,CaseReserveEstimate,2705.83
TX-0007173,CLM-001036,2024-11-30,Payment,1644.41
TX-0007174,CLM-001036,2024-11-30,CaseReserveEstimate,538.68
TX-0007175,CLM-001036,2025-03-31,Payment,638.95
TX-0007176,CLM-001036,2025-03-31,CaseReserveEstimate,0.0
TX-0007177,CLM-001037,2024-07-31,Payment,4352.6
TX-0007178,CLM-001037,2024-07-31,CaseReserveEstimate,3894.59
TX-0007179,CLM-001037,2025-01-03,Payment,3196.55
TX-0007180,CLM-001037,2025-01-03,CaseReserveEstimate,0.0
TX-0007181,CLM-001038,2023-10-10,Payment,1333.82
TX-0007182,CLM-001038,2023-10-10,CaseReserveEstimate,1804.7
TX-0007183,CLM-001038,2025-01-07,Payment,1607.63
TX-0007184,CLM-001038,2025-01-07,CaseReserveEstimate,117.23
TX-0007185,CLM-001038,2025-03-20,Payment,102.77
TX-0007186,CLM-001038,2025-03-20,CaseReserveEstimate,0.0
TX-0007187,CLM-001039,2023-12-31,Payment,1061.7
TX-0007188,CLM-001039,2023-12-31,CaseReserveEstimate,8026.59
TX-0007189,CLM-001039,2024-02-04,Payment,613.25
TX-0007190,CLM-001039,2024-02-04,CaseReserveEstimate,6701.13
TX-0007191,CLM-001039,2024-02-17,Payment,225.37
TX-0007192,CLM-001039,2024-02-17,CaseReserveEstimate,5792.97
TX-0007193,CLM-001039,2025-09-14,Payment,6692.8
TX-0007194,CLM-001039,2025-09-14,CaseReserveEstimate,763.51
TX-0007195,CLM-001039,2028-01-19,Payment,1088.11
TX-0007196,CLM-001039,2028-01-19,CaseReserveEstimate,0.0
TX-0007197,CLM-001040,2024-04-29,Payment,1794.96
TX-0007198,CLM-001040,2024-04-29,CaseReserveEstimate,5381.59
TX-0007199,CLM-001040,2024-09-03,Payment,2465.5
TX-0007200,CLM-001040,2024-09-03,CaseReserveEstimate,2608.8
TX-0007201,CLM-001040,2024-09-16,Payment,241.61
TX-0007202,CLM-001040,2024-09-16,CaseReserveEstimate,2071.84
TX-0007203,CLM-001040,2024-12-07,Payment,1393.88
TX-0007204,CLM-001040,2024-12-07,CaseReserveEstimate,1367.37
TX-0007205,CLM-001040,2025-03-02,Payment,1191.23
TX-0007206,CLM-001040,2025-03-02,CaseReserveEstimate,0.0
TX-0007207,CLM-001041,2023-08-06,Payment,1943.59
TX-0007208,CLM-001041,2023-08-06,CaseReserveEstimate,15533.61
TX-0007209,CLM-001041,2023-10-24,Payment,3417.42
TX-0007210,CLM-001041,2023-10-24,CaseReserveEstimate,11624.89
TX-0007211,CLM-001041,2024-01-04,Payment,3189.84
