claim_id,rating_group,accident_year,accident_date,report_date,close_date,status
CLM-000378,A,2021,2021-09-16,2021-11-01,2024-02-15,Closed
CLM-000379,A,2021,2021-07-17,2021-08-24,2022-02-25,Closed
CLM-000380,A,2021,2021-10-30,2021-12-27,2025-06-29,Closed
CLM-000381,A,2021,2021-02-16,2021-03-13,2023-10-08,Closed
CLM-000382,A,2021,2021-12-23,2022-01-29,2023-01-07,Closed
CLM-000383,A,2021,2021-08-14,2021-08-30,2022-12-11,Closed
CLM-000384,A,2021,2021-11-04,2021-11-17,2024-01-14,Closed
CLM-000385,A,2021,2021-05-13,2021-07-18,2022-06-30,Closed
CLM-000386,A,2021,2021-12-11,2022-01-03,2023-06-06,Closed
CLM-000387,A,2021,2021-08-17,2021-09-21,2023-01-11,Closed
CLM-000388,A,2021,2021-02-16,2021-03-09,2022-03-13,Closed
CLM-000389,A,2021,2021-12-03,2021-12-16,2023-05-19,Closed
CLM-000390,A,2021,2021-10-18,2021-11-07,2024-12-23,Closed
CLM-000391,A,2021,2021-04-20,2021-06-13,2023-01-24,Closed
CLM-000392,A,2021,2021-07-19,2021-08-17,2023-02-20,Closed
CLM-000393,A,2021,2021-05-22,2021-05-28,2022-09-09,Closed
CLM-000394,A,2021,2021-07-18,2021-08-04,2022-11-11,Closed
CLM-000395,A,2021,2021-12-19,2022-02-26,2023-12-07,Closed
CLM-000396,A,2021,2021-11-25,,2023-05-08,Closed
CLM-000397,A,2021,2021-03-20,2021-03-25,2022-08-29,Closed
CLM-000398,A,2021,2021-12-21,2022-03-06,2023-04-20,Closed
CLM-000399,A,2021,2021-06-09,2021-07-11,2024-08-12,Closed
CLM-000400,A,2021,2021-09-15,2021-10-04,2022-05-06,Closed
CLM-000401,A,2021,2021-10-06,2021-10-21,2023-07-03,Closed
CLM-000402,A,2021,2021-06-26,2021-08-07,2022-10-05,Closed
CLM-000403,A,2021,2021-06-16,2021-06-29,2023-10-16,Closed
CLM-000404,A,2021,2021-06-16,2021-07-30,2022-09-07,Closed
CLM-000405,A,2021,2021-11-11,2021-12-10,2023-10-02,Closed
CLM-000406,A,2021,2021-05-22,2021-06-14,2022-05-12,Closed
CLM-000407,A,2021,2021-04-13,2021-05-05,2023-07-27,Closed
CLM-000408,A,2021,2021-05-12,2021-05-29,2024-02-09,Closed
CLM-000409,A,2021,2021-03-13,2021-04-23,2022-12-19,Closed
CLM-000410,A,2021,2021-05-23,2021-06-02,2023-03-13,Closed
CLM-000411,A,2021,2021-02-11,2021-02-17,2022-05-18,Closed
CLM-000412,A,2021,2021-02-02,2021-03-04,2023-07-18,Closed
CLM-000413,A,2021,2021-09-22,2021-10-23,2022-12-08,Closed
CLM-000414,A,2021,2021-01-29,2021-02-25,2022-12-15,Closed
CLM-000415,A,2021,2021-07-27,2021-08-22,2022-11-09,Closed
CLM-000416,A,2021,2021-10-12,2021-10-27,2023-01-17,Closed
CLM-000417,A,2021,2021-09-22,2021-10-26,2023-09-07,Closed
CLM-000418,A,2021,2021-06-12,2021-07-01,2023-07-30,Closed
CLM-000419,A,2021,2021-03-12,2021-03-26,2023-06-29,Closed
CLM-000420,A,2021,2021-12-06,2021-12-22,2023-09-01,Closed
CLM-000421,A,2021,2021-11-01,2022-01-22,2022-12-12,Closed
CLM-000422,A,2021,2021-08-12,2021-08-17,2022-04-30,Closed
CLM-000423,A,2021,2021-02-01,2021-03-01,2023-07-18,Closed
CLM-000424,A,2021,2021-01-13,2021-01-19,2022-03-15,Closed
CLM-000425,A,2021,2021-04-26,2021-05-14,2023-12-03,Closed
CLM-000426,A,2021,2021-02-27,2021-03-13,2021-12-30,Closed
CLM-000427,A,2021,2021-11-11,2021-11-15,2022-10-09,Closed
CLM-000428,A,2021,2021-03-17,2021-04-12,2023-10-08,Closed
CLM-000429,A,2021,2021-04-14,2021-04-29,2024-12-08,Closed
CLM-000430,A,2021,2021-12-23,2021-12-27,2025-01-01,Closed
CLM-000431,A,2021,2021-10-26,2021-11-30,2023-06-17,Closed
CLM-000432,A,2021,2021-03-21,2021-05-14,2022-04-29,Closed
CLM-000433,A,2021,2021-05-20,2021-07-15,2024-01-03,Closed
CLM-000434,A,2021,2021-07-08,2021-08-02,2024-02-01,Closed
CLM-000435,A,2021,2021-08-31,2021-09-20,2023-08-31,Closed
CLM-000436,A,2021,2021-12-08,2022-01-27,2024-11-04,Closed
CLM-000437,A,2021,2021-11-14,2022-01-17,2023-04-25,Closed
CLM-000438,A,2021,2021-12-23,2022-02-05,2023-05-02,Closed
CLM-000439,A,2021,2021-01-15,2021-01-25,2022-07-29,Closed
CLM-000440,A,2021,2021-03-28,2021-04-20,2023-02-05,Closed
CLM-000441,A,2021,2021-07-25,2021-08-21,2023-03-19,Closed
CLM-000442,A,2021,2021-01-18,2021-01-23,2024-03-16,Closed
CLM-000443,A,2021,2021-05-10,2021-06-06,2022-04-22,Closed
CLM-000444,A,2021,2021-02-26,2021-06-04,2022-07-25,Closed
CLM-000445,A,2021,2021-12-07,2022-01-07,2023-12-26,Closed
CLM-000446,A,2021,2021-01-24,2021-03-21,2023-05-23,Closed
CLM-000447,A,2021,2021-02-24,2021-03-18,2022-12-19,Closed
CLM-000448,A,2021,2021-03-13,2021-04-01,2022-06-05,Closed
CLM-000449,A,2021,2021-02-24,2021-03-22,2024-05-25,Closed
CLM-000450,A,2021,2021-07-27,2021-08-07,2022-09-13,Closed
CLM-000451,A,2021,2021-05-13,2021-05-23,2025-09-15,Closed
CLM-000452,A,2021,2021-11-30,2022-01-17,2023-11-22,Closed
CLM-000453,A,2021,2021-04-06,2021-05-28,2024-11-02,Closed
CLM-000454,A,2021,2021-07-16,2021-07-25,2024-06-02,Closed
CLM-000455,A,2021,2021-08-29,2021-10-07,2023-03-16,Closed
CLM-000456,A,2021,2021-08-17,2021-09-04,2023-05-29,Closed
CLM-000457,A,2021,2021-10-18,2021-11-12,2023-10-08,Closed
CLM-000458,A,2021,2021-03-15,2021-04-11,2022-12-28,Closed
CLM-000459,A,2021,2021-07-05,2021-08-14,2024-01-30,Closed
CLM-000460,A,2021,2021-10-20,2021-11-10,2023-10-14,Closed
CLM-000461,A,2021,2021-11-12,2022-01-04,2024-07-31,Closed
CLM-000462,A,2021,2021-08-14,2021-09-07,2023-06-06,Closed
CLM-000463,A,2021,2021-08-26,2021-09-25,2023-03-16,Closed
CLM-000464,A,2021,2021-11-12,2021-11-23,2024-08-09,Closed
CLM-000465,A,2021,2021-08-17,2021-11-15,2022-11-08,Closed
CLM-000466,A,2021,2021-12-13,2022-01-09,2022-07-23,Closed
CLM-000467,A,2021,2021-02-16,2021-03-20,2022-05-03,Closed
CLM-000468,A,2021,2021-05-07,2021-05-13,2022-01-17,Closed
CLM-000469,A,2021,2021-02-10,2021-02-21,2022-10-14,Closed
CLM-000470,A,2021,2021-02-03,2021-03-22,2022-03-13,Closed
CLM-000471,A,2021,2021-06-22,2021-07-16,2024-11-30,Closed
CLM-000472,A,2021,2021-03-24,2021-03-29,2022-07-21,Closed
CLM-000473,A,2021,2021-05-29,2021-07-09,2022-05-25,Closed
CLM-000474,A,2021,2021-06-09,2021-06-22,2022-06-04,Closed
CLM-000475,A,2021,2021-08-15,2021-10-07,2022-07-03,Closed
CLM-000476,A,2021,2021-12-12,2021-12-30,2024-03-23,Closed
CLM-000477,A,2021,2021-11-07,2021-11-30,2023-04-20,Closed
CLM-000478,A,2021,2021-05-19,2021-07-03,2021-11-30,Closed
CLM-000479,A,2021,2021-04-29,2021-05-09,2022-09-16,Closed
CLM-000480,A,2021,2021-10-09,2021-10-18,2025-03-03,Closed
CLM-000481,A,2021,2021-02-15,2021-03-04,2022-03-06,Closed
CLM-000482,A,2021,2021-07-17,2021-08-21,2022-05-21,Closed
CLM-000483,A,2021,2021-06-04,2021-06-11,2023-08-18,Closed
CLM-000484,A,2021,2021-03-08,2021-03-14,2022-01-22,Closed
CLM-000485,A,2021,2021-08-14,2021-09-18,,Open
CLM-000486,A,2021,2021-04-28,2021-05-11,2025-07-02,Closed
CLM-000487,A,2021,2021-03-09,2021-03-24,2023-10-06,Closed
CLM-000488,A,2021,2021-08-27,2021-09-01,2023-04-30,Closed
CLM-000489,A,2021,2021-03-05,2021-03-17,2022-02-20,Closed
CLM-000490,A,2021,2021-09-03,2021-09-22,2023-05-13,Closed
CLM-000491,A,2021,2021-03-01,2021-04-08,2023-02-02,Closed
CLM-000492,A,2021,2021-06-08,2021-06-19,2024-03-20,Closed
CLM-000493,A,2021,2021-10-22,2021-12-24,2022-04-17,Closed
CLM-000494,A,2021,2021-03-25,2021-04-06,2023-05-09,Closed
CLM-000495,A,2021,2021-10-08,2021-10-20,2023-05-14,Closed
CLM-000496,A,2021,2021-09-21,2021-11-18,2024-07-14,Closed
CLM-000497,A,2021,2021-11-26,2021-12-19,2023-03-17,Closed
CLM-000498,A,2021,2021-03-03,2021-03-16,2024-01-27,Closed
CLM-000499,A,2021,2021-09-19,2021-10-06,2022-09-13,Closed
CLM-000500,A,2021,2021-12-08,2022-01-28,2022-06-17,Closed
CLM-000501,A,2021,2021-10-06,2021-11-30,2022-11-12,Closed
CLM-000502,A,2021,2021-03-10,2021-03-21,2022-05-04,Closed
CLM-000503,A,2021,2021-10-28,2021-11-16,2025-11-12,Closed
CLM-000504,A,2021,2021-02-09,2021-03-02,2023-01-16,Closed
CLM-000505,A,2021,2021-08-03,2021-08-13,2023-03-07,Closed
CLM-000506,A,2021,2021-07-01,2021-07-20,2022-09-05,Closed
CLM-000507,A,2021,2021-07-13,2021-08-02,2024-07-08,Closed
CLM-000508,A,2021,2021-07-09,2021-08-22,2022-11-11,Closed
CLM-000509,A,2021,2021-01-12,2021-02-27,2023-02-05,Closed
CLM-000510,A,2021,2021-07-05,2021-07-20,2023-12-13,Closed
CLM-000511,A,2021,2021-12-08,2021-12-25,2022-10-18,Closed
CLM-000512,A,2021,2021-06-09,2021-07-10,2022-05-23,Closed
CLM-000513,A,2021,2021-04-12,2021-04-25,2022-02-19,Closed
CLM-000514,A,2021,2021-12-30,2022-01-29,2023-07-25,Closed
CLM-000515,A,2021,2021-02-06,2021-02-24,2022-09-22,Closed
CLM-000516,A,2021,2021-06-27,2021-07-07,2023-05-18,Closed
CLM-000517,A,2021,2021-07-07,2021-07-17,2022-12-25,Closed
CLM-000518,A,2021,2021-06-24,2021-08-18,2024-05-16,Closed
CLM-000519,A,2021,2021-12-03,2021-12-20,2024-04-18,Closed
CLM-000520,A,2021,2021-06-03,2021-08-05,2022-03-28,Closed
CLM-000521,A,2021,2021-12-22,2022-01-04,2023-03-15,Closed
CLM-000522,A,2021,2021-01-25,2021-02-18,2023-01-21,Closed
CLM-000523,A,2021,2021-09-25,2022-01-09,2023-09-25,Closed
CLM-000524,A,2021,2021-08-05,2021-08-14,2021-12-30,Closed
CLM-000525,A,2021,2021-03-29,2021-04-03,2022-09-26,Closed
CLM-000526,A,2021,2021-03-25,2021-05-13,2022-04-05,Closed
CLM-000527,A,2021,2021-09-20,2021-10-01,2023-05-11,Closed
CLM-000528,A,2021,2021-08-21,2021-09-09,2022-10-04,Closed
CLM-000529,A,2021,2021-08-12,2021-08-25,2023-03-28,Closed
CLM-000530,A,2021,2021-01-19,2021-02-12,2025-04-05,Closed
CLM-000531,A,2021,2021-08-07,2021-08-17,2023-03-20,Closed
CLM-000532,A,2021,2021-12-25,2022-01-11,2023-02-08,Closed
CLM-000533,A,2021,2021-01-07,2021-02-03,2023-06-02,Closed
CLM-000534,A,2021,2021-06-21,2021-06-30,2023-11-07,Closed
CLM-000535,A,2021,2021-06-30,2021-07-12,2022-12-14,Closed
CLM-000536,A,2021,2021-11-24,2021-12-09,2024-04-17,Closed
CLM-000537,,2021,2021-04-14,2021-04-21,2023-12-03,Closed
CLM-000538,A,2021,2021-06-23,2021-07-07,2023-03-12,Closed
CLM-000539,A,2021,2021-09-19,2021-10-10,2023-06-27,Closed
CLM-000540,A,2021,2021-01-23,2021-02-07,2022-02-14,Closed
CLM-000541,A,2021,2021-10-20,2021-11-05,2023-12-22,Closed
CLM-000542,A,2021,2021-10-28,2021-11-16,2022-09-04,Closed
CLM-000543,A,2021,2021-09-20,2021-10-02,2023-07-25,Closed
CLM-000544,A,2021,2021-08-25,2021-09-26,2025-06-18,Closed
CLM-000545,A,2021,2021-09-30,2021-11-23,2023-03-21,Closed
CLM-000546,A,2021,2021-10-13,2021-10-27,2022-11-09,Closed
CLM-000547,A,2021,2021-11-26,2021-12-24,2025-10-23,Closed
CLM-000548,A,2021,2021-06-06,2021-06-22,2023-02-09,Closed
CLM-000549,A,2021,2021-06-16,2021-07-11,2022-03-14,Closed
CLM-000550,A,2021,2021-08-21,2021-10-19,2024-02-12,Closed
CLM-000551,A,2021,2021-03-12,2021-04-09,2022-04-18,Closed
CLM-000552,A,2021,2021-11-09,2021-11-14,2023-12-08,Closed
CLM-000553,A,2021,2021-10-09,2021-11-05,2023-04-15,Closed
CLM-000554,A,2021,2021-08-19,2021-10-05,2023-04-10,Closed
CLM-000555,A,2021,2021-04-21,2021-05-08,2022-10-03,Closed
CLM-000556,A,2021,2021-05-07,2021-06-16,2022-09-19,Closed
CLM-000557,A,2021,2021-06-08,2021-06-20,2023-02-20,Closed
CLM-000558,A,2021,2021-08-30,2021-09-06,2022-06-03,Closed
CLM-000559,A,2021,2021-10-11,2021-11-02,2022-12-06,Closed
CLM-000560,A,2021,2021-09-03,2021-09-08,2023-06-05,Closed
CLM-000561,A,2021,2021-12-06,2021-12-22,2024-10-11,Closed
CLM-000562,A,2021,2021-12-17,2022-02-04,2024-05-13,Closed
CLM-000563,A,2021,2021-09-15,2021-09-20,2022-05-13,Closed
CLM-000564,A,2021,2021-05-16,2021-05-24,2024-05-15,Closed
CLM-000565,A,2021,2021-08-07,2021-08-16,2024-08-01,Closed
CLM-000566,A,2021,2021-06-05,2021-06-24,2023-09-13,Closed
CLM-000567,A,2021,2021-08-18,2021-09-02,2021-10-26,Closed
CLM-000568,A,2021,2021-10-24,2021-12-16,2024-05-20,Closed
CLM-000569,A,2021,2021-05-15,2021-06-23,2023-05-20,Closed
CLM-000570,A,2021,2021-07-04,2021-08-01,2022-08-24,Closed
CLM-000571,A,2021,2021-01-17,2021-02-08,2022-04-04,Closed
CLM-000572,A,2021,2021-09-26,2021-10-22,2023-09-23,Closed
CLM-000573,A,2021,2021-06-28,2021-07-08,2023-07-27,Closed
CLM-000574,A,2021,2021-06-17,2021-07-23,2023-11-06,Closed
CLM-000575,A,2021,2021-07-14,2021-07-23,2022-01-23,Closed
CLM-000576,A,2021,2021-03-20,2021-04-24,2021-10-17,Closed
CLM-000577,A,2021,2021-08-07,2021-09-21,2021-12-24,Closed
CLM-000578,A,2021,2021-09-29,2021-10-22,2023-11-07,Closed
CLM-000579,A,2021,2021-05-08,2021-05-25,2022-09-12,Closed
CLM-000580,A,2021,2021-02-17,2021-03-15,2022-06-10,Closed
CLM-000581,A,2021,2021-05-22,2021-05-24,2023-03-18,Closed
CLM-000582,A,2021,2021-03-14,2021-04-07,2024-12-05,Closed
CLM-000583,A,2021,2021-05-17,2021-06-04,2022-08-17,Closed
CLM-000584,A,2021,2021-08-17,2021-09-05,2023-11-20,Closed
CLM-000585,A,2021,2021-02-11,2021-03-15,2022-07-06,Closed
CLM-000586,A,2021,2021-09-30,2021-10-18,2022-12-14,Closed
CLM-000587,A,2021,2021-03-23,2021-04-01,2022-07-04,Closed
CLM-000588,A,2021,2021-11-23,2021-12-11,2023-05-09,Closed
CLM-000589,A,2021,2021-09-25,2021-10-15,2023-07-23,Closed
CLM-000590,A,2021,2021-04-10,2021-05-01,2024-05-02,Closed
CLM-000591,A,2021,2021-07-25,2021-08-16,2024-05-05,Closed
CLM-000592,A,2021,2021-02-10,2021-03-23,2024-04-28,Closed
CLM-000593,A,2021,2021-02-06,2021-02-15,2021-12-08,Closed
CLM-000594,A,2021,2021-12-15,2022-01-06,2023-08-03,Closed
CLM-000595,A,2021,2021-10-20,2021-12-08,2022-05-22,Closed
CLM-000596,A,2021,2021-02-26,2021-03-03,2021-09-10,Closed
CLM-000597,A,2021,2021-04-14,2021-05-06,2022-07-29,Closed
CLM-000598,A,2021,2021-03-14,2021-03-27,2023-09-27,Closed
CLM-000599,A,2021,2021-05-25,2021-06-09,2024-01-05,Closed
CLM-000600,A,2021,2021-04-17,2021-04-27,2022-07-08,Closed
CLM-000601,A,2021,2021-04-30,2021-05-17,2022-10-10,Closed
CLM-000602,A,2021,2021-07-13,2021-09-23,2022-08-31,Closed
CLM-000603,A,2021,2021-03-11,2021-03-19,2022-10-30,Closed
CLM-000604,A,2021,2021-11-19,2021-11-27,2022-07-05,Closed
CLM-000605,A,2021,2021-09-23,2021-10-01,2023-01-31,Closed
CLM-000606,A,2021,2021-10-05,2021-12-11,2023-07-28,Closed
CLM-000607,A,2021,2021-03-03,2021-03-17,2022-09-05,Closed
CLM-000608,A,2021,2021-09-16,2021-10-05,2023-03-21,Closed
CLM-000609,A,2021,2021-11-02,2021-11-17,2024-06-14,Closed
CLM-000610,A,2021,2021-03-05,2021-03-15,2023-01-14,Closed
CLM-000611,A,2021,2021-10-02,2021-10-18,2023-03-04,Closed
CLM-000612,A,2021,2021-05-11,2021-08-30,2022-09-27,Closed
CLM-000613,A,2021,2021-10-15,2021-12-06,2023-04-07,Closed
CLM-000614,A,2021,2021-06-24,2021-07-05,2022-06-30,Closed
CLM-000615,A,2021,2021-10-20,2021-11-20,2023-05-20,Closed
CLM-000616,A,2022,2022-02-23,2022-03-10,2024-07-22,Closed
CLM-000617,A,2022,2022-08-10,2022-09-05,2023-01-13,Closed
CLM-000618,A,2022,2022-02-13,2022-02-21,2023-03-26,Closed
CLM-000619,A,2022,2022-04-12,2022-05-14,2024-04-11,Closed
CLM-000620,A,2022,2022-03-31,2022-04-08,2023-01-19,Closed
CLM-000621,A,2022,2022-08-22,2022-10-24,2023-11-09,Closed
CLM-000622,A,2022,2022-05-01,2022-05-07,2025-08-21,Closed
CLM-000623,A,2022,2022-07-28,2022-08-06,2024-06-12,Closed
CLM-000624,A,2022,2022-09-24,2022-10-20,2024-01-22,Closed
CLM-000625,A,2022,2022-10-19,2022-12-22,2024-03-20,Closed
CLM-000626,A,2022,2022-03-09,2022-04-02,,Open
CLM-000627,A,2022,2022-11-26,2022-12-25,2024-03-13,Closed
CLM-000628,A,2022,2022-03-02,2022-03-22,2023-05-14,Closed
CLM-000629,A,2022,2022-01-08,2022-01-17,2023-03-24,Closed
CLM-000630,A,2022,2022-01-17,2022-01-31,2023-08-17,Closed
CLM-000631,A,2022,2022-03-15,2022-03-23,2023-03-16,Closed
CLM-000632,A,2022,2022-11-15,2022-11-23,,Open
CLM-000633,A,2022,2022-03-17,2022-04-12,2024-02-24,Closed
CLM-000634,A,2022,2022-09-11,2022-09-20,2024-10-21,Closed
CLM-000635,A,2022,2022-06-02,2022-06-27,2024-05-05,Closed
CLM-000636,A,2022,2022-01-15,2022-01-23,2022-08-13,Closed
CLM-000637,A,2022,2022-06-12,2022-07-06,2024-10-07,Closed
CLM-000638,A,2022,2022-01-11,2022-01-25,2024-01-29,Closed
CLM-000639,A,2022,2022-06-23,2022-08-15,2024-09-04,Closed
CLM-000640,A,2022,2022-07-23,2022-08-17,2024-03-16,Closed
CLM-000641,A,2022,2022-07-10,2022-08-26,2023-04-16,Closed
CLM-000642,A,2022,2022-04-14,2022-04-25,2024-06-23,Closed
CLM-000643,A,2022,2022-10-07,2022-10-27,2025-11-07,Closed
CLM-000644,A,2022,2022-08-06,2022-08-16,2024-06-17,Closed
CLM-000645,A,2022,2022-04-03,2022-04-17,2024-04-27,Closed
CLM-000646,A,2022,2022-06-08,2022-06-24,2024-10-30,Closed
CLM-000647,A,2022,2022-02-09,2022-02-21,2023-07-17,Closed
CLM-000648,A,2022,2022-12-04,2022-12-12,2024-02-05,Closed
CLM-000649,A,2022,2022-10-02,2022-10-09,2023-07-30,Closed
CLM-000650,A,2022,2022-04-16,2022-04-19,2022-11-18,Closed
CLM-000651,A,2022,2022-09-04,2022-09-13,2025-01-02,Closed
CLM-000652,A,2022,2022-09-05,2022-10-06,2024-03-04,Closed
CLM-000653,A,2022,2022-08-11,2022-08-17,2024-10-25,Closed
CLM-000654,A,2022,2022-01-20,2022-01-27,2023-03-26,Closed
CLM-000655,A,2022,2022-11-17,2023-01-26,2025-07-04,Closed
CLM-000656,A,2022,2022-12-15,2022-12-27,2024-07-07,Closed
CLM-000657,A,2022,2022-12-22,2023-01-16,2024-08-24,Closed
CLM-000658,A,2022,2022-12-24,2023-01-24,2025-01-09,Closed
CLM-000659,A,2022,2022-12-06,2023-01-06,2024-12-20,Closed
CLM-000660,A,2022,2022-09-27,2022-10-03,2024-07-24,Closed
CLM-000661,A,2022,2022-01-21,2022-02-07,2023-10-26,Closed
CLM-000662,A,2022,2022-06-19,2022-06-25,2024-05-11,Closed
CLM-000663,A,2022,2022-03-31,2022-07-19,2024-04-20,Closed
CLM-000664,A,2022,2022-03-22,2022-03-28,2024-04-27,Closed
CLM-000665,A,2022,2022-10-31,2022-11-09,2025-02-07,Closed
CLM-000666,A,2022,2022-10-24,2022-11-02,2024-09-12,Closed
CLM-000667,A,2022,2022-07-10,2022-07-17,2023-08-07,Closed
CLM-000668,A,2022,2022-09-26,2022-11-16,2024-06-05,Closed
CLM-000669,A,2022,2022-02-17,2022-06-06,2024-03-04,Closed
CLM-000670,A,2022,2022-03-23,2022-04-06,2024-08-09,Closed
CLM-000671,A,2022,2022-11-11,2022-11-18,2025-07-12,Closed
CLM-000672,A,2022,2022-06-14,2022-06-18,2023-04-14,Closed
CLM-000673,A,2022,2022-07-19,2022-08-04,2024-04-06,Closed
CLM-000674,A,2022,2022-06-18,2022-07-04,2024-05-23,Closed
CLM-000675,A,2022,2022-03-15,2022-03-27,2023-08-19,Closed
CLM-000676,A,2022,2022-10-29,2022-11-21,2024-06-18,Closed
CLM-000677,A,2022,2022-10-04,2022-10-30,2023-12-29,Closed
CLM-000678,A,2022,2022-09-07,2022-10-02,2024-09-29,Closed
CLM-000679,A,2022,2022-05-09,2022-05-25,2024-04-22,Closed
CLM-000680,A,2022,2022-08-23,2022-09-01,2025-01-01,Closed
CLM-000681,A,2022,2022-12-14,2023-01-14,2025-12-28,Closed
CLM-000682,A,2022,2022-08-26,2022-09-15,2023-12-30,Closed
CLM-000683,A,2022,2022-06-30,2022-08-06,2023-10-09,Closed
CLM-000684,A,2022,2022-04-09,2022-05-13,2025-05-18,Closed
CLM-000685,A,2022,2022-07-10,2022-07-17,2022-10-28,Closed
CLM-000686,A,2022,2022-05-16,2022-05-23,2023-12-30,Closed
CLM-000687,A,2022,2022-08-12,2022-08-23,2024-11-04,Closed
CLM-000688,A,2022,2022-01-17,2022-01-26,2024-02-23,Closed
CLM-000689,A,2022,2022-03-11,2022-04-13,2024-07-24,Closed
CLM-000690,A,2022,2022-10-15,2022-11-09,2024-01-30,Closed
CLM-000691,A,2022,2022-05-19,2022-07-01,2023-12-02,Closed
CLM-000692,A,2022,2022-06-08,2022-07-04,2023-05-29,Closed
CLM-000693,A,2022,2022-07-18,2022-08-10,2024-05-23,Closed
CLM-000694,A,2022,2022-06-09,2022-07-25,2025-01-16,Closed
CLM-000695,A,2022,2022-10-04,2022-10-31,2023-10-25,Closed
CLM-000696,A,2022,2022-03-31,2022-04-20,2023-10-08,Closed
CLM-000697,A,2022,2022-10-04,2022-11-29,2025-05-17,Closed
CLM-000698,A,2022,2022-03-18,2022-04-08,2024-09-30,Closed
CLM-000699,A,2022,2022-05-16,2022-06-01,2024-04-06,Closed
CLM-000700,A,2022,2022-08-03,2022-08-14,2024-05-05,Closed
CLM-000701,A,2022,2022-11-20,2022-12-22,2024-06-24,Closed
CLM-000702,A,2022,2022-03-26,2022-05-12,2025-05-13,Closed
CLM-000703,A,2022,2022-08-03,2022-08-22,2024-10-17,Closed
CLM-000704,A,2022,2022-01-24,2022-03-14,2023-11-16,Closed
CLM-000705,A,2022,2022-01-28,2022-02-02,2023-06-03,Closed
CLM-000706,A,2022,2022-10-08,2022-10-27,2023-12-04,Closed
CLM-000707,A,2022,2022-09-20,2022-10-09,2025-02-24,Closed
CLM-000708,A,2022,2022-05-18,2022-05-30,2023-06-22,Closed
CLM-000709,A,2022,2022-08-16,2022-11-30,2024-06-09,Closed
CLM-000710,A,2022,2022-05-19,2022-06-07,2025-04-09,Closed
CLM-000711,A,2022,2022-04-12,2022-04-27,2024-08-12,Closed
CLM-000712,A,2022,2022-06-07,2022-06-27,2023-11-24,Closed
CLM-000713,A,2022,2022-04-24,2022-04-28,2023-06-06,Closed
CLM-000714,A,2022,2022-10-25,2022-11-05,2025-01-14,Closed
CLM-000715,A,2022,2022-05-31,2022-07-09,2024-04-27,Closed
CLM-000716,A,2022,2022-04-28,2022-05-10,2022-09-19,Closed
CLM-000717,A,2022,2022-07-15,2022-07-26,2024-10-07,Closed
CLM-000718,A,2022,2022-10-04,2022-11-23,,Open
CLM-000719,A,2022,2022-04-10,2022-05-31,2024-07-04,Closed
CLM-000720,A,2022,2022-12-09,2023-01-06,2024-10-22,Closed
CLM-000721,A,2022,2022-06-19,2022-07-03,2025-01-16,Closed
CLM-000722,A,2022,2022-08-30,2022-09-15,2023-08-14,Closed
CLM-000723,A,2022,2022-12-16,2022-12-27,2024-08-28,Closed
CLM-000724,A,2022,2022-06-07,2022-06-16,2024-02-18,Closed
CLM-000725,A,2022,2022-03-14,2022-03-23,2024-08-13,Closed
CLM-000726,A,2022,2022-09-30,2022-10-12,2024-01-27,Closed
CLM-000727,A,2022,2022-01-03,2022-01-12,2023-04-26,Closed
CLM-000728,A,2022,2022-06-17,2022-06-23,2023-06-20,Closed
CLM-000729,A,2022,2022-12-24,2023-01-16,2025-09-12,Closed
CLM-000730,A,2022,2022-06-01,2022-06-24,2023-09-18,Closed
CLM-000731,A,2022,2022-09-07,2022-11-11,2023-07-21,Closed
CLM-000732,A,2022,2022-07-11,2022-07-23,2024-07-03,Closed
CLM-000733,A,2022,2022-03-20,2022-04-13,2023-11-14,Closed
CLM-000734,A,2022,2022-04-26,2022-05-20,2023-07-12,Closed
CLM-000735,A,2022,2022-07-11,2022-07-27,2024-06-23,Closed
CLM-000736,A,2022,2022-02-08,2022-03-13,2023-11-04,Closed
CLM-000737,A,2022,2022-06-01,2022-07-05,2024-02-26,Closed
CLM-000738,A,2022,2022-06-01,2022-06-26,2022-10-29,Closed
CLM-000739,A,2022,2022-11-01,2022-11-17,2024-01-16,Closed
CLM-000740,A,2022,2022-02-15,2022-03-02,2023-03-04,Closed
CLM-000741,A,2022,2022-11-04,2022-11-11,2024-02-21,Closed
CLM-000742,A,2022,2022-05-30,2022-06-10,2022-09-15,Closed
CLM-000743,A,2022,2022-08-26,2022-09-07,2025-04-09,Closed
CLM-000744,A,2022,2022-07-23,2022-08-01,2024-01-23,Closed
CLM-000745,A,2022,2022-04-20,2022-05-17,2025-05-07,Closed
CLM-000746,A,2022,2022-12-06,2023-01-21,,Open
CLM-000747,A,2022,2022-03-23,2022-04-02,2025-01-14,Closed
CLM-000748,A,2022,2022-01-14,2022-02-07,2023-12-25,Closed
CLM-000749,A,2022,2022-10-01,2022-10-10,2024-09-16,Closed
CLM-000750,A,2022,2022-08-15,2022-08-31,2024-06-10,Closed
CLM-000751,A,2022,2022-11-22,2022-12-04,2023-11-10,Closed
CLM-000752,A,2022,2022-06-17,2022-07-17,2024-08-04,Closed
CLM-000753,A,2022,2022-01-07,2022-01-19,2024-04-03,Closed
CLM-000754,A,2022,2022-01-08,2022-02-17,2024-05-27,Closed
CLM-000755,A,2022,2022-06-08,2022-06-24,2023-05-27,Closed
